"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","40.7686538696289","-73.5017013549805","45.7","2022-01-08",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","40.7686538696289","-73.5017013549805","45.7","2022-01-09",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","40.7686538696289","-73.5017013549805","45.7","2022-01-10",,,,,,,,,,,,,"0.12",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","40.7686538696289","-73.5017013549805","45.7","2022-01-11",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","40.7686538696289","-73.5017013549805","45.7","2022-01-12",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","40.7686538696289","-73.5017013549805","45.7","2022-01-13",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","40.7686538696289","-73.5017013549805","45.7","2022-01-14",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","40.7686538696289","-73.5017013549805","45.7","2022-01-16",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","40.7686538696289","-73.5017013549805","45.7","2022-01-17",,,,,,,,,,,,,"1.45",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","40.7686538696289","-73.5017013549805","45.7","2022-01-18",,,,,,,,,,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","40.7686538696289","-73.5017013549805","45.7","2022-01-19",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYNS0018","HICKSVILLE 1.3 ENE, NY US","40.7686538696289","-73.5017013549805","45.7","2022-01-20",,,,,,,,,,,,,"0.15",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-27","7.38",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","83","H,,S","91",",,W","74",",,W",,,,,"  330",",,W","  330",",,W",,,,,"31.1",",,W","45.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-28","8.72",",,W",,,,,,,,,,,"0.20",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","77","H,,S","82",",,W","71",",,W",,,,,"  290",",,W","  300",",,W",,,,,"17.0",",,W","19.9",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-29","13.65",",,W",,,,,,,,,,,"0.26",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","76","H,,S","80",",,W","73",",,W",,,,,"  170",",,W","  170",",,W",,,,,"31.1",",,W","38.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-30","15.21",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","77","H,,S","85",",,W","68",",,W",,,,,"  320",",,W","  320",",,W",,,,,"25.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-31","8.28",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","71","H,,S","79",",,W","64",",,W",,,,,"  330",",,W","  310",",,W",,,,,"18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-01","8.72",",,W",,,,,,,,,,,"0.09",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","74","H,,S","78",",,W","68",",,W",,,,,"  160",",,W","  160",",,W",,,,,"18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-02","10.96",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","72","H,,S","81",",,W","64",",,W",,,,,"  310",",,W","  300",",,W",,,,,"21.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-03","4.70",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","74","H,,S","79",",,W","68",",,W",,,,,"  190",",,W","   50",",,W",,,,,"10.1",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-04","7.38",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","73","H,,S","75",",,W","70",",,W",,,,,"   50",",,W","   40",",,W",,,,,"16.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-05","8.50",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","73","H,,S","81",",,W","69",",,W",,,,,"  170",",,W","  160",",,W",,,,,"17.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-06","8.05",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","79","H,,S","89",",,W","71",",,W",,,,,"  190",",,W","  190",",,W",,,,,"19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-07","9.17",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","81","H,,S","89",",,W","75",",,W",,,,,"  170",",,W","  170",",,W",,,,,"18.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-08","10.07",",,W",,,,,,,,,,,"0.32",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","74","H,,S","79",",,W","67",",,W",,,,,"   50",",,W","   50",",,W",,,,,"23.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-09","8.95",",,W",,,,,,,,,,,"0.02",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","74","H,,S","80",",,W","70",",,W",,,,,"   70",",,W","   50",",,W",,,,,"15.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-10","7.16",",,W",,,,,,,,,,,"0.40",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","77","H,,S","85",",,W","73",",,W",,,,,"  230",",,W","  230",",,W",,,,,"21.0",",,W","28.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-11","8.72",",,W",,,,,,,,,,,"0.07",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","81","H,,S","92",",,W","76",",,W",,,,,"  270",",,W","  260",",,W",,,,,"21.0",",,W","25.9",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-12","8.05",",,W",,,,,,,,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","85","H,,S","98",",,W","77",",,W",,,,,"  310",",,W","  310",",,W",,,,,"36.0",",,W","46.1",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-13","6.26",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","88","H,,S","98",",,W","79",",,W",,,,,"  300",",,W","  300",",,W",,,,,"23.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-14","9.40",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","87","H,,S","91",",,W","77",",,W",,,,,"  350",",,W","  340",",,W",,,,,"18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-15","8.28",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","78","H,,S","84",",,W","71",",,W",,,,,"  350",",,W","  350",",,W",,,,,"19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-16","8.50",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","76","H,,S","82",",,W","71",",,W",,,,,"  180",",,W","  170",",,W",,,,,"13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-17","10.51",",,W",,,,,,,,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","77","H,,S","82",",,W","75",",,W",,,,,"  160",",,W","  180",",,W",,,,,"18.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-18","9.62",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","78","H,,S","86",",,W","76",",,W",,,,,"  160",",,W","  150",",,W",,,,,"21.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-19","13.87",",,W",,,,,,,,,,,"0.29",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","82","H,,S","89",",,W","77",",,W",,,,,"  160",",,W","  170",",,W",,,,,"23.0",",,W","32.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-20","7.16",",,W",,,,,,,,,,,"0.09",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","80","H,,S","83",",,W","77",",,W",,,,,"  300",",,W","  310",",,W",,,,,"15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-21","8.05",",,W",,,,,,,,,,,"1.18",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","79","H,,S","84",",,W","75",",,W",,,,,"   50",",,W","   40",",,W",,,,,"21.9",",,W","27.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-22","10.96",",,W",,,,,,,,,,,"2.30",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","75","H,,S","77",",,W","72",",,W",,,,,"  310",",,W","  310",",,W",,,,,"21.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-23","11.41",",,W",,,,,,,,,,,"0.81",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","77","H,,S","85",",,W","73",",,W",,,,,"  180",",,W","  190",",,W",,,,,"21.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-24","7.61",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","82","H,,S","92",",,W","76",",,W",,,,,"  310",",,W","  240",",,W",,,,,"16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-25","4.47",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","84","H,,S","94",",,W","75",",,W",,,,,"  190",",,W","  180",",,W",,,,,"13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-26","6.04",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","87","H,,S","94",",,W","81",",,W",,,,,"  170",",,W","  160",",,W",,,,,"19.9",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-27","3.80",",,W",,,,,,,,,,,"1.34",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","85","H,,S","93",",,W","76",",,W",,,,,"   20",",,W","   30",",,W",,,,,"30.0",",,W","44.1",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-28","12.30",",,W",,,,,,,,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","77","H,,S","81",",,W","68",",,W",,,,,"   50",",,W","   50",",,W",,,,,"25.1",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-29","7.16",",,W",,,,,,,,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","71","H,,S","76",",,W","68",",,W",,,,,"   60",",,W","   90",",,W",,,,,"14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-30","8.05",",,W",,,,,,,,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","78","H,,S","87",",,W","74",",,W",,,,,"  190",",,W","  170",",,W",,,,,"16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-31","7.16",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","81","H,,S","87",",,W","76",",,W",,,,,"  290",",,W","  270",",,W",,,,,"17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-01","15.43",",,W",,,,,,,,,,,"6.80",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","76","H,,S","80",",,W","65",",,W",,,,,"   60",",,W","   60",",,W",,,,,"40.0",",,W","47.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-02","14.32",",,W",,,,,,,,,,,"0.09",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","69","H,,S","78",",,W","63",",,W",,,,,"  350",",,W","  360",",,W",,,,,"25.9",",,W","34.0",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-03","8.50",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","69","H,,S","76",",,W","62",",,W",,,,,"  320",",,W","  350",",,W",,,,,"16.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-04","6.93",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","72","H,,S","81",",,W","65",",,W",,,,,"  190",",,W","  190",",,W",,,,,"16.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-05","9.62",",,W",,,,,,,,,,,"0.05",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","73","H,,S","76",",,W","69",",,W",,,,,"  170",",,W","  170",",,W",,,,,"18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-06","9.84",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","76","H,,S","85",",,W","71",",,W",,,,,"  300",",,W","  260",",,W",,,,,"21.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-07","8.95",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","75","H,,S","83",",,W","68",",,W",,,,,"  170",",,W","  170",",,W",,,,,"17.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-08","14.09",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","77","H,,S","86",",,W","73",",,W",,,,,"  170",",,W","  170",",,W",,,,,"25.9",",,W","34.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-09","5.82",",,W",,,,,,,,,,,"0.29",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","72","H,,S","77",",,W","68",",,W",,,,,"  310",",,W","  300",",,W",,,,,"15.0",",,W","18.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-10","14.09",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","71","H,,S","76",",,W","66",",,W",,,,,"  320",",,W","  300",",,W",,,,,"25.9",",,W","42.9",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-11","8.28",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","72","H,,S","80",",,W","64",",,W",,,,,"  160",",,W","  170",",,W",,,,,"17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-12","12.53",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","75","H,,S","85",",,W","68",",,W",,,,,"  250",",,W","  240",",,W",,,,,"19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-13","12.30",",,W",,,,,,,,,,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","81","H,,S","86",",,W","71",",,W",,,,,"  280",",,W","  290",",,W",,,,,"21.9",",,W","28.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-14","7.61",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","75","H,,S","81",",,W","70",",,W",,,,,"  150",",,W","  150",",,W",,,,,"15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-15","8.28",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","78","H,,S","88",",,W","73",",,W",,,,,"  170",",,W","  210",",,W",,,,,"17.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-16","12.08",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","75","H,,S","77",",,W","72",",,W",,,,,"   60",",,W","   60",",,W",,,,,"19.9",",,W","28.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-17","12.75",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","73","H,,S","75",",,W","70",",,W",,,,,"   60",",,W","   50",",,W",,,,,"21.0",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-18","6.93",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","76","H,,S","86",",,W","70",",,W",,,,,"   20",",,W","   10",",,W",,,,,"17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-19","7.61",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","74","H,,S","78",",,W","67",",,W",,,,,"  350",",,W","   40",",,W",,,,,"18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-20","6.93",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","71","H,,S","76",",,W","64",",,W",,,,,"  160",",,W","  160",",,W",,,,,"15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-21","8.50",",,W",,,,,,,,,,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","70","H,,S","77",",,W","64",",,W",,,,,"   50",",,W","   40",",,W",,,,,"15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-22","12.75",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","74","H,,S","83",",,W","72",",,W",,,,,"  160",",,W","  160",",,W",,,,,"21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-23","14.32",",,W",,,,,,,,,,,"1.11",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","78","H,,S","83",",,W","65",",,W",,,,,"  160",",,W","  160",",,W",,,,,"30.0",",,W","40.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-24","8.50",",,W",,,,,,,,,,,"0.27",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","68","H,,S","76",",,W","60",",,W",,,,,"  310",",,W","  310",",,W",,,,,"17.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-25","4.92",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","69","H,,S","77",",,W","63",",,W",,,,,"  300",",,W","  300",",,W",,,,,"12.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-26","12.75",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","69","H,,S","74",",,W","64",",,W",,,,,"  290",",,W","  270",",,W",,,,,"21.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-27","12.75",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","72","H,,S","82",",,W","65",",,W",,,,,"  230",",,W","  240",",,W",,,,,"23.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-28","10.07",",,W",,,,,,,,,,,"0.10",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","72","H,,S","75",",,W","63",",,W",,,,,"  320",",,W","  310",",,W",,,,,"21.0",",,W","25.1",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-29","10.29",",,W",,,,,,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","64","H,,S","70",",,W","56",",,W",,,,,"   10",",,W","   10",",,W",,,,,"18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,
